# x_ref_m;y_ref_m;width_right_m;width_left_m;x_normvec_m;y_normvec_m;alpha_m;s_racetraj_m;psi_racetraj_rad;kappa_racetraj_radpm;vx_racetraj_mps;ax_racetraj_mps2;banking_rad;s_ref_m;psi_ref_rad;kappa_ref_radpm;dkappa_ref_radpm2
-314.7149800;0.4542170;-6.6746880;6.8844680;0.9636708;-0.2670928;-2.2894162;2236.8217870;-1.8970263;-0.0000480;71.9517220;0.8008030;0.0148300;2236.8851530;4.4420140;-0.0009890;-0.0000200
-314.8486240;-0.0275070;-6.6731880;6.8870990;0.9635382;-0.2675708;-2.3129741;2237.3217480;-1.8970503;-0.0000480;71.9572850;0.8004760;0.0148450;2237.3851280;4.4415180;-0.0009980;-0.0000180
-314.9825080;-0.5091650;-6.6715810;6.8894810;0.9634040;-0.2680535;-2.3362541;2237.8217080;-1.8970743;-0.0000480;71.9628450;0.8001350;0.0148600;2237.8851020;4.4410170;-0.0010060;-0.0000160
-315.1166350;-0.9907550;-6.6699160;6.8914690;0.9632685;-0.2685399;-2.3592624;2238.3216680;-1.8970983;-0.0000480;71.9684030;0.7997820;0.0148730;2238.3850760;4.4405120;-0.0010140;-0.0000160
-315.2510060;-1.4722770;-6.6682310;6.8929300;0.9631317;-0.2690302;-2.3819947;2238.8216280;-1.8971223;-0.0000480;71.9739570;0.7994160;0.0148850;2238.8850510;4.4400030;-0.0010220;-0.0000160
-315.3856220;-1.9537310;-6.6665430;6.8937560;0.9629936;-0.2695243;-2.4044524;2239.3215880;-1.8971463;-0.0000480;71.9795090;0.7990370;0.0148960;2239.3850250;4.4394900;-0.0010290;-0.0000140
-315.5204860;-2.4351140;-6.6648630;6.8938810;0.9628544;-0.2700211;-2.4266393;2239.8215480;-1.8971693;-0.0000470;71.9850570;0.7986450;0.0149050;2239.8849990;4.4389740;-0.0010350;-0.0000120
-315.6556000;-2.9164280;-6.6631920;6.8932810;0.9627141;-0.2705208;-2.4485530;2240.3215090;-1.8971933;-0.0000470;71.9906020;0.7982400;0.0149140;2240.3849740;4.4384550;-0.0010410;-0.0000120
-315.7909640;-3.3976720;-6.6615280;6.8919840;0.9625728;-0.2710233;-2.4701942;2240.8214690;-1.8972173;-0.0000470;71.9961440;0.7978210;0.0149200;2240.8849480;4.4379330;-0.0010470;-0.0000120
-315.9265790;-3.8788450;-6.6598790;6.8900680;0.9624304;-0.2715286;-2.4915609;2241.3214290;-1.8972403;-0.0000470;72.0016830;0.7973900;0.0149260;2241.3849220;4.4374080;-0.0010520;-0.0000100
-316.0624480;-4.3599460;-6.6582550;6.8876540;0.9622871;-0.2720358;-2.5126583;2241.8213890;-1.8972643;-0.0000470;72.0072180;0.7969460;0.0149300;2241.8848970;4.4368810;-0.0010570;-0.0000100
-316.1985710;-4.8409750;-6.6566790;6.8848960;0.9621431;-0.2725448;-2.5334857;2242.3213490;-1.8972873;-0.0000470;72.0127500;0.7964880;0.0149330;2242.3848710;4.4363520;-0.0010610;-0.0000080
-316.3349490;-5.3219320;-6.6551850;6.8819670;0.9619980;-0.2730566;-2.5540343;2242.8213090;-1.8973113;-0.0000470;72.0182770;0.7960180;0.0149350;2242.8848450;4.4358200;-0.0010650;-0.0000080
-316.4715830;-5.8028160;-6.6538110;6.8790460;0.9618523;-0.2735693;-2.5743202;2243.3212700;-1.8973343;-0.0000470;72.0238020;0.7955340;0.0149350;2243.3848200;4.4352870;-0.0010680;-0.0000060
-316.6084740;-6.2836270;-6.6526000;6.8763010;0.9617058;-0.2740839;-2.5943318;2243.8212300;-1.8973583;-0.0000470;72.0293220;0.7950380;0.0149340;2243.8847940;4.4347520;-0.0010710;-0.0000060
-316.7456220;-6.7643650;-6.6515930;6.8738740;0.9615587;-0.2745993;-2.6140796;2244.3211900;-1.8973813;-0.0000470;72.0348380;0.7945290;0.0149320;2244.3847680;4.4342160;-0.0010740;-0.0000060
-316.8830290;-7.2450300;-6.6508240;6.8718750;0.9614109;-0.2751166;-2.6335515;2244.8211500;-1.8974043;-0.0000460;72.0403510;0.7940060;0.0149290;2244.8847430;4.4336780;-0.0010760;-0.0000040
-317.0206940;-7.7256200;-6.6503180;6.8703700;0.9612627;-0.2756338;-2.6527657;2245.3211100;-1.8974273;-0.0000460;72.0458590;0.7934710;0.0149240;2245.3847170;4.4331400;-0.0010780;-0.0000040
-317.1586180;-8.2061360;-6.6500840;6.8693810;0.9611137;-0.2761528;-2.6717044;2245.8210700;-1.8974513;-0.0000460;72.0513630;0.7929230;0.0149170;2245.8846910;4.4326000;-0.0010800;-0.0000040
-317.2968020;-8.6865770;-6.6501220;6.8688910;0.9609645;-0.2766718;-2.6903816;2246.3210310;-1.8974743;-0.0000460;72.0568630;0.7923620;0.0149100;2246.3846660;4.4320600;-0.0010810;-0.0000020
-317.4352450;-9.1669440;-6.6504150;6.8688430;0.9608147;-0.2771916;-2.7087931;2246.8209910;-1.8974973;-0.0000460;72.0623590;0.7917890;0.0149010;2246.8846400;4.4315190;-0.0010820;-0.0000020
-317.5739480;-9.6472360;-6.6509370;6.8691500;0.9606645;-0.2777114;-2.7269422;2247.3209510;-1.8975203;-0.0000460;72.0678500;0.7912030;0.0148900;2247.3846140;4.4309780;-0.0010830;-0.0000020
-317.7129110;-10.1274530;-6.6516580;6.8697090;0.9605142;-0.2782311;-2.7448319;2247.8209110;-1.8975433;-0.0000460;72.0733360;0.7906050;0.0148780;2247.8845890;4.4304370;-0.0010830;0.0000000
-317.8521350;-10.6075940;-6.6525460;6.8704040;0.9603632;-0.2787516;-2.7624503;2248.3208710;-1.8975663;-0.0000460;72.0788180;0.7899940;0.0148650;2248.3845630;4.4298950;-0.0010830;0.0000000
-317.9916180;-11.0876600;-6.6535730;6.8711220;0.9602123;-0.2792712;-2.7798178;2248.8208310;-1.8975883;-0.0000460;72.0842960;0.7893710;0.0148510;2248.8845370;4.4293540;-0.0010830;0.0000000
-318.1313610;-11.5676510;-6.6547170;6.8717590;0.9600611;-0.2797906;-2.7969240;2249.3207920;-1.8976113;-0.0000460;72.0897680;0.7887360;0.0148350;2249.3845120;4.4288130;-0.0010820;0.0000020
-318.2713630;-12.0475660;-6.6559630;6.8722310;0.9599095;-0.2803099;-2.8137706;2249.8207520;-1.8976343;-0.0000460;72.0952360;0.7880890;0.0148180;2249.8844860;4.4282720;-0.0010820;0.0000000
-318.4116260;-12.5274060;-6.6573020;6.8724800;0.9597578;-0.2808292;-2.8303555;2250.3207120;-1.8976573;-0.0000450;72.1006980;0.7874300;0.0148000;2250.3844600;4.4277310;-0.0010810;0.0000020
-318.5521470;-13.0071700;-6.6587290;6.8724720;0.9596060;-0.2813474;-2.8466884;2250.8206720;-1.8976803;-0.0000450;72.1061560;0.7867590;0.0147800;2250.8844350;4.4271910;-0.0010790;0.0000040
-318.6929280;-13.4868580;-6.6602370;6.8722030;0.9594542;-0.2818646;-2.8627682;2251.3206320;-1.8977023;-0.0000450;72.1116090;0.7860770;0.0147590;2251.3844090;4.4266520;-0.0010780;0.0000020
-318.8339670;-13.9664700;-6.6618130;6.8716940;0.9593021;-0.2823817;-2.8785885;2251.8205920;-1.8977253;-0.0000450;72.1170560;0.7853830;0.0147360;2251.8843830;4.4261130;-0.0010760;0.0000040
-318.9752640;-14.4460070;-6.6634360;6.8709820;0.9591501;-0.2828978;-2.8941576;2252.3205530;-1.8977473;-0.0000450;72.1224980;0.7846780;0.0147130;2252.3843580;4.4255750;-0.0010750;0.0000020
-319.1168190;-14.9254670;-6.6650720;6.8701170;0.9589983;-0.2834119;-2.9094835;2252.8205130;-1.8977703;-0.0000450;72.1279350;0.7839610;0.0146880;2252.8843320;4.4250390;-0.0010730;0.0000040
-319.2586310;-15.4048520;-6.6666790;6.8691550;0.9588462;-0.2839258;-2.9245513;2253.3204730;-1.8977933;-0.0000450;72.1333660;0.7832330;0.0146610;2253.3843060;4.4245030;-0.0010710;0.0000040
-319.4007000;-15.8841610;-6.6682080;6.8681420;0.9586942;-0.2844388;-2.9393683;2253.8204330;-1.8978153;-0.0000450;72.1387920;0.7824940;0.0146340;2253.8842810;4.4239680;-0.0010680;0.0000060
-319.5430240;-16.3633950;-6.6696080;6.8671200;0.9585422;-0.2849507;-2.9539380;2254.3203930;-1.8978373;-0.0000450;72.1442120;0.7817440;0.0146050;2254.3842550;4.4234340;-0.0010660;0.0000040
-319.6856050;-16.8425520;-6.6708350;6.8661160;0.9583904;-0.2854606;-2.9682643;2254.8203530;-1.8978603;-0.0000450;72.1496270;0.7809840;0.0145750;2254.8842290;4.4229020;-0.0010630;0.0000060
-319.8284400;-17.3216340;-6.6718550;6.8651420;0.9582387;-0.2859695;-2.9823426;2255.3203140;-1.8978823;-0.0000450;72.1550360;0.7802130;0.0145440;2255.3842040;4.4223710;-0.0010610;0.0000040
-319.9715290;-17.8006400;-6.6726510;6.8642010;0.9580873;-0.2864763;-2.9961820;2255.8202740;-1.8979053;-0.0000450;72.1604390;0.7794310;0.0145110;2255.8841780;4.4218420;-0.0010580;0.0000060
-320.1148710;-18.2795710;-6.6732210;6.8632880;0.9579356;-0.2869831;-3.0097669;2256.3202340;-1.8979273;-0.0000450;72.1658360;0.7786390;0.0144770;2256.3841520;4.4213130;-0.0010550;0.0000060
-320.2584660;-18.7584270;-6.6735780;6.8623980;0.9577846;-0.2874869;-3.0231209;2256.8201940;-1.8979493;-0.0000450;72.1712280;0.7778360;0.0144420;2256.8841270;4.4207870;-0.0010520;0.0000060
-320.4023140;-19.2372070;-6.6737500;6.8615310;0.9576335;-0.2879897;-3.0362298;2257.3201540;-1.8979723;-0.0000450;72.1766130;0.7770230;0.0144060;2257.3841010;4.4202620;-0.0010490;0.0000060
-320.5464120;-19.7159120;-6.6737650;6.8606920;0.9574825;-0.2884915;-3.0490935;2257.8201140;-1.8979943;-0.0000440;72.1819920;0.7762000;0.0143680;2257.8840750;4.4197380;-0.0010450;0.0000080
-320.6907600;-20.1945410;-6.6736550;6.8599000;0.9573317;-0.2889913;-3.0617224;2258.3200750;-1.8980163;-0.0000440;72.1873660;0.7753670;0.0143290;2258.3840500;4.4192160;-0.0010420;0.0000060
-320.8353580;-20.6730960;-6.6734400;6.8591840;0.9571813;-0.2894890;-3.0741159;2258.8200350;-1.8980383;-0.0000440;72.1927320;0.7745240;0.0142900;2258.8840240;4.4186960;-0.0010380;0.0000080
-320.9802040;-21.1515760;-6.6731320;6.8585800;0.9570312;-0.2899848;-3.0862761;2259.3199950;-1.8980603;-0.0000440;72.1980930;0.7736720;0.0142490;2259.3839980;4.4181780;-0.0010350;0.0000060
-321.1252980;-21.6299810;-6.6727290;6.8581270;0.9568815;-0.2904786;-3.0982018;2259.8199550;-1.8980823;-0.0000440;72.2034480;0.7728090;0.0142060;2259.8839720;4.4176620;-0.0010310;0.0000080
-321.2706380;-22.1083120;-6.6722140;6.8578630;0.9567318;-0.2909714;-3.1098893;2260.3199150;-1.8981053;-0.0000440;72.2087960;0.7719370;0.0141630;2260.3839470;4.4171470;-0.0010270;0.0000080
-321.4162250;-22.5865680;-6.6715620;6.8578160;0.9565827;-0.2914612;-3.1213518;2260.8198750;-1.8981273;-0.0000440;72.2141370;0.7710550;0.0141190;2260.8839210;4.4166350;-0.0010230;0.0000080
-321.5620550;-23.0647500;-6.6707420;6.8579990;0.9564336;-0.2919500;-3.1325772;2261.3198360;-1.8981493;-0.0000440;72.2194720;0.7701630;0.0140730;2261.3838950;4.4161240;-0.0010190;0.0000080
-321.7081300;-23.5428580;-6.6697250;6.8584090;0.9562852;-0.2924358;-3.1435810;2261.8197960;-1.8981713;-0.0000440;72.2248000;0.7692620;0.0140270;2261.8838700;4.4156160;-0.0010150;0.0000080
-321.8544470;-24.0208920;-6.6684860;6.8590190;0.9561371;-0.2929196;-3.1543564;2262.3197560;-1.8981933;-0.0000440;72.2301220;0.7683520;0.0139790;2262.3838440;4.4151100;-0.0010100;0.0000100
-322.0010060;-24.4988520;-6.6670130;6.8597800;0.9559893;-0.2934015;-3.1649052;2262.8197160;-1.8982153;-0.0000440;72.2354370;0.7674320;0.0139300;2262.8838180;4.4146060;-0.0010060;0.0000080
-322.1478050;-24.9767390;-6.6653110;6.8606210;0.9558419;-0.2938814;-3.1752286;2263.3196760;-1.8982373;-0.0000440;72.2407450;0.7665030;0.0138800;2263.3837930;4.4141040;-0.0010010;0.0000100
-322.2948430;-25.4545530;-6.6634000;6.8614550;0.9556951;-0.2943583;-3.1853356;2263.8196360;-1.8982583;-0.0000440;72.2460460;0.7655650;0.0138290;2263.8837670;4.4136050;-0.0009960;0.0000100
-322.4421190;-25.9322940;-6.6613220;6.8621820;0.9555487;-0.2948332;-3.1952191;2264.3195970;-1.8982803;-0.0000440;72.2513410;0.7646170;0.0137780;2264.3837410;4.4131080;-0.0009910;0.0000100
-322.5896330;-26.4099620;-6.6591380;6.8627010;0.9554030;-0.2953052;-3.2048870;2264.8195570;-1.8983023;-0.0000440;72.2566280;0.7636610;0.0137250;2264.8837160;4.4126140;-0.0009860;0.0000100
-322.7373820;-26.8875580;-6.6569250;6.8629180;0.9552576;-0.2957753;-3.2143356;2265.3195170;-1.8983243;-0.0000440;72.2619090;0.7626960;0.0136710;2265.3836900;4.4121220;-0.0009810;0.0000100
-322.8853650;-27.3650820;-6.6547720;6.8627560;0.9551125;-0.2962433;-3.2235640;2265.8194770;-1.8983463;-0.0000440;72.2671820;0.7617210;0.0136160;2265.8836640;4.4116320;-0.0009760;0.0000100
-323.0335810;-27.8425330;-6.6527750;6.8621610;0.9549684;-0.2967074;-3.2325904;2266.3194370;-1.8983683;-0.0000440;72.2724480;0.7607380;0.0135600;2266.3836390;4.4111460;-0.0009700;0.0000120
-323.1820300;-28.3199130;-6.6510290;6.8611140;0.9548247;-0.2971696;-3.2413988;2266.8193970;-1.8983893;-0.0000440;72.2777070;0.7597470;0.0135030;2266.8836130;4.4106620;-0.0009650;0.0000100
-323.3307080;-28.7972220;-6.6496230;6.8596300;0.9546817;-0.2976288;-3.2500020;2267.3193580;-1.8984113;-0.0000430;72.2829590;0.7587470;0.0134450;2267.3835870;4.4101810;-0.0009590;0.0000120
-323.4796150;-29.2744600;-6.6486290;6.8577620;0.9545393;-0.2980852;-3.2583986;2267.8193180;-1.8984333;-0.0000430;72.2882030;0.7577380;0.0133860;2267.8835620;4.4097030;-0.0009530;0.0000120
-323.6287500;-29.7516270;-6.6481000;6.8555970;0.9543979;-0.2985376;-3.2665976;2268.3192780;-1.8984553;-0.0000430;72.2934400;0.7567200;0.0133260;2268.3835360;4.4092290;-0.0009470;0.0000120
-323.7781110;-30.2287240;-6.6480640;6.8532470;0.9542569;-0.2989880;-3.2745859;2268.8192380;-1.8984763;-0.0000430;72.2986700;0.7556950;0.0132660;2268.8835100;4.4087570;-0.0009400;0.0000140
-323.9276960;-30.7057510;-6.6485190;6.8508440;0.9541165;-0.2994355;-3.2823739;2269.3191980;-1.8984983;-0.0000430;72.3038920;0.7546610;0.0132040;2269.3834850;4.4082880;-0.0009340;0.0000120
-324.0775040;-31.1827090;-6.6494330;6.8485220;0.9539772;-0.2998792;-3.2899694;2269.8191580;-1.8985203;-0.0000430;72.3091060;0.7536190;0.0131410;2269.8834590;4.4078230;-0.0009270;0.0000140
-324.2275330;-31.6595970;-6.6507500;6.8464090;0.9538385;-0.3003199;-3.2973678;2270.3191190;-1.8985413;-0.0000430;72.3143130;0.7525690;0.0130780;2270.3834330;4.4073610;-0.0009200;0.0000140
-324.3777820;-32.1364170;-6.6523920;6.8446140;0.9537009;-0.3007567;-3.3045772;2270.8190790;-1.8985633;-0.0000430;72.3195120;0.7515110;0.0130140;2270.8834080;4.4069030;-0.0009130;0.0000140
-324.5282480;-32.6131690;-6.6542700;6.8432150;0.9535640;-0.3011906;-3.3115926;2271.3190390;-1.8985843;-0.0000430;72.3247040;0.7504460;0.0129480;2271.3833820;4.4064480;-0.0009060;0.0000140
-324.6789310;-33.0898520;-6.6562880;6.8422530;0.9534283;-0.3016197;-3.3184314;2271.8189990;-1.8986063;-0.0000430;72.3298870;0.7493720;0.0128820;2271.8833560;4.4059980;-0.0008980;0.0000160
-324.8298270;-33.5664690;-6.6583580;6.8417300;0.9532931;-0.3020468;-3.3250719;2272.3189590;-1.8986283;-0.0000430;72.3350630;0.7482910;0.0128150;2272.3833310;4.4055500;-0.0008900;0.0000160
-324.9809360;-34.0430190;-6.6604040;6.8416050;0.9531592;-0.3024691;-3.3315404;2272.8189190;-1.8986493;-0.0000430;72.3402310;0.7472030;0.0127470;2272.8833050;4.4051070;-0.0008820;0.0000160
-325.1322550;-34.5195020;-6.6623740;6.8418020;0.9530263;-0.3028875;-3.3378287;2273.3188800;-1.8986713;-0.0000430;72.3453910;0.7461070;0.0126780;2273.3832790;4.4046680;-0.0008740;0.0000160
-325.2837830;-34.9959200;-6.6642400;6.8422140;0.9528945;-0.3033020;-3.3439416;2273.8188400;-1.8986923;-0.0000430;72.3505440;0.7450040;0.0126090;2273.8832540;4.4042330;-0.0008660;0.0000160
-325.4355170;-35.4722720;-6.6660020;6.8427150;0.9527637;-0.3037127;-3.3498795;2274.3188000;-1.8987143;-0.0000430;72.3556880;0.7438940;0.0125380;2274.3832280;4.4038020;-0.0008570;0.0000180
-325.5874550;-35.9485600;-6.6676840;6.8431730;0.9526342;-0.3041185;-3.3556539;2274.8187600;-1.8987353;-0.0000430;72.3608240;0.7427770;0.0124670;2274.8832020;4.4033760;-0.0008490;0.0000160
-325.7395960;-36.4247830;-6.6693260;6.8434570;0.9525058;-0.3045205;-3.3612575;2275.3187200;-1.8987573;-0.0000430;72.3659520;0.7416540;0.0123950;2275.3831770;4.4029540;-0.0008400;0.0000180
-325.8919360;-36.9009440;-6.6709750;6.8434580;0.9523784;-0.3049186;-3.3666943;2275.8186800;-1.8987783;-0.0000430;72.3710720;0.7405230;0.0123220;2275.8831510;4.4025360;-0.0008300;0.0000200
-326.0444750;-37.3770410;-6.6726790;6.8430910;0.9522524;-0.3053119;-3.3719721;2276.3186410;-1.8988003;-0.0000430;72.3761830;0.7393860;0.0122480;2276.3831250;4.4021230;-0.0008210;0.0000180
-326.1972090;-37.8530760;-6.6744710;6.8423120;0.9521278;-0.3057004;-3.3770957;2276.8186010;-1.8988213;-0.0000430;72.3812870;0.7382430;0.0121740;2276.8831000;4.4017150;-0.0008110;0.0000200
-326.3501360;-38.3290490;-6.6763660;6.8411150;0.9520045;-0.3060841;-3.3820670;2277.3185610;-1.8988433;-0.0000430;72.3863820;0.7370930;0.0120990;2277.3830740;4.4013120;-0.0008020;0.0000180
-326.5032540;-38.8049620;-6.6783550;6.8395390;0.9518826;-0.3064630;-3.3868883;2277.8185210;-1.8988643;-0.0000430;72.3914690;0.7359370;0.0120230;2277.8830480;4.4009140;-0.0007920;0.0000200
-326.6565600;-39.2808150;-6.6804050;6.8376580;0.9517621;-0.3068370;-3.3915629;2278.3184810;-1.8988863;-0.0000430;72.3965470;0.7347760;0.0119460;2278.3830230;4.4005210;-0.0007810;0.0000220
-326.8100530;-39.7566080;-6.6824620;6.8355790;0.9516426;-0.3072073;-3.3960836;2278.8184410;-1.8989073;-0.0000430;72.4016170;0.7336080;0.0118680;2278.8829970;4.4001320;-0.0007710;0.0000200
-326.9637290;-40.2323420;-6.6844630;6.8334250;0.9515252;-0.3075708;-3.4004771;2279.3184020;-1.8989293;-0.0000430;72.4066790;0.7324350;0.0117900;2279.3829710;4.3997500;-0.0007600;0.0000220
-327.1175860;-40.7080180;-6.6863380;6.8313250;0.9514089;-0.3079304;-3.4047240;2279.8183620;-1.8989503;-0.0000430;72.4117320;0.7312560;0.0117110;2279.8829460;4.3993720;-0.0007500;0.0000200
-327.2716210;-41.1836370;-6.6880280;6.8294020;0.9512943;-0.3082843;-3.4088425;2280.3183220;-1.8989723;-0.0000430;72.4167760;0.7300720;0.0116320;2280.3829200;4.3990000;-0.0007390;0.0000220
-327.4258330;-41.6591990;-6.6894920;6.8277570;0.9511811;-0.3086334;-3.4128252;2280.8182820;-1.8989933;-0.0000430;72.4218130;0.7288830;0.0115520;2280.8828940;4.3986330;-0.0007280;0.0000220
-327.5802170;-42.1347060;-6.6907120;6.8264640;0.9510696;-0.3089768;-3.4166862;2281.3182420;-1.8990143;-0.0000430;72.4268400;0.7276880;0.0114710;2281.3828690;4.3982720;-0.0007160;0.0000240
-327.7347720;-42.6101580;-6.6917010;6.8255660;0.9509598;-0.3093144;-3.4204265;2281.8182020;-1.8990363;-0.0000430;72.4318590;0.7264890;0.0113900;2281.8828430;4.3979170;-0.0007050;0.0000220
-327.8894950;-43.0855560;-6.6925030;6.8250710;0.9508515;-0.3096472;-3.4240402;2282.3181630;-1.8990573;-0.0000430;72.4368690;0.7252850;0.0113070;2282.3828170;4.3975670;-0.0006930;0.0000240
-328.0443820;-43.5609000;-6.6931870;6.8249560;0.9507453;-0.3099733;-3.4275487;2282.8181230;-1.8990793;-0.0000430;72.4418710;0.7240760;0.0112250;2282.8827920;4.3972240;-0.0006820;0.0000220
-328.1994320;-44.0361920;-6.6938420;6.8251750;0.9506404;-0.3102947;-3.4309362;2283.3180830;-1.8991003;-0.0000430;72.4468640;0.7228640;0.0111420;2283.3827660;4.3968860;-0.0006700;0.0000240
-328.3546410;-44.5114330;-6.6945680;6.8256610;0.9505374;-0.3106103;-3.4342155;2283.8180430;-1.8991223;-0.0000430;72.4518480;0.7216470;0.0110580;2283.8827400;4.3965540;-0.0006580;0.0000240
-328.5100060;-44.9866230;-6.6954650;6.8263410;0.9504360;-0.3109201;-3.4373903;2284.3180030;-1.8991433;-0.0000430;72.4568230;0.7204260;0.0109730;2284.3827150;4.3962280;-0.0006460;0.0000240
-328.6655260;-45.4617630;-6.6966240;6.8271360;0.9503365;-0.3112242;-3.4404606;2284.8179630;-1.8991653;-0.0000430;72.4617900;0.7192010;0.0108880;2284.8826890;4.3959080;-0.0006340;0.0000240
-328.8211950;-45.9368550;-6.6981180;6.8279740;0.9502387;-0.3115226;-3.4434338;2285.3179240;-1.8991873;-0.0000430;72.4667480;0.7179730;0.0108030;2285.3826630;4.3955940;-0.0006220;0.0000240
-328.9770130;-46.4118980;-6.6999950;6.8287880;0.9501427;-0.3118153;-3.4463090;2285.8178840;-1.8992083;-0.0000430;72.4716970;0.7167410;0.0107170;2285.8826380;4.3952860;-0.0006090;0.0000260
-329.1329750;-46.8868940;-6.7022750;6.8295240;0.9500488;-0.3121013;-3.4490999;2286.3178440;-1.8992303;-0.0000430;72.4766370;0.7155060;0.0106310;2286.3826120;4.3949850;-0.0005970;0.0000240
-329.2890800;-47.3618450;-6.7049510;6.8301430;0.9499567;-0.3123815;-3.4517998;2286.8178040;-1.8992513;-0.0000430;72.4815680;0.7142690;0.0105440;2286.8825860;4.3946900;-0.0005840;0.0000260
-329.4453230;-47.8367500;-6.7079920;6.8306150;0.9498661;-0.3126570;-3.4544057;2287.3177640;-1.8992733;-0.0000430;72.4864900;0.7130280;0.0104560;2287.3825610;4.3944000;-0.0005720;0.0000240
-329.6017020;-48.3116110;-6.7113470;6.8309290;0.9497779;-0.3129248;-3.4569443;2287.8177240;-1.8992953;-0.0000430;72.4914040;0.7117860;0.0103680;2287.8825350;4.3941180;-0.0005590;0.0000260
-329.7582140;-48.7864280;-6.7149560;6.8310830;0.9496912;-0.3131879;-3.4593937;2288.3176850;-1.8993163;-0.0000430;72.4963090;0.7105410;0.0102800;2288.3825090;4.3938410;-0.0005470;0.0000240
-329.9148560;-49.2612030;-6.7187510;6.8310890;0.9496066;-0.3134443;-3.4617736;2288.8176450;-1.8993383;-0.0000430;72.5012040;0.7092940;0.0101910;2288.8824840;4.3935710;-0.0005340;0.0000260
-330.0716260;-49.7359370;-6.7226680;6.8309690;0.9495238;-0.3136950;-3.4640793;2289.3176050;-1.8993603;-0.0000430;72.5060910;0.7080450;0.0101020;2289.3824580;4.3933070;-0.0005220;0.0000240
-330.2285190;-50.2106300;-6.7266530;6.8307520;0.9494428;-0.3139400;-3.4663148;2289.8175650;-1.8993813;-0.0000440;72.5109690;0.7067940;0.0100130;2289.8824320;4.3930490;-0.0005090;0.0000260
-330.3855330;-50.6852840;-6.7306580;6.8304740;0.9493640;-0.3141783;-3.4684901;2290.3175250;-1.8994033;-0.0000440;72.5158380;0.7055430;0.0099230;2290.3824070;4.3927980;-0.0004970;0.0000240
-330.5426650;-51.1598990;-6.7346490;6.8301710;0.9492870;-0.3144109;-3.4706015;2290.8174850;-1.8994253;-0.0000440;72.5206980;0.7042900;0.0098330;2290.8823810;4.3925530;-0.0004840;0.0000260
-330.6999110;-51.6344760;-6.7386010;6.8298760;0.9492118;-0.3146377;-3.4726527;2291.3174460;-1.8994473;-0.0000440;72.5255480;0.7030360;0.0097420;2291.3823550;4.3923140;-0.0004720;0.0000240
-330.8572700;-52.1090170;-6.7424950;6.8296150;0.9491385;-0.3148589;-3.4746443;2291.8174060;-1.8994693;-0.0000440;72.5303900;0.7017820;0.0096520;2291.8823300;4.3920810;-0.0004590;0.0000260
-331.0147380;-52.5835220;-6.7463140;6.8294030;0.9490673;-0.3150734;-3.4765895;2292.3173660;-1.8994913;-0.0000440;72.5352230;0.7005270;0.0095600;2292.3823040;4.3918550;-0.0004470;0.0000240
-331.1723130;-53.0579920;-6.7500390;6.8292400;0.9489977;-0.3152831;-3.4784736;2292.8173260;-1.8995133;-0.0000440;72.5400470;0.6992720;0.0094690;2292.8822780;4.3916340;-0.0004340;0.0000260
-331.3299900;-53.5324290;-6.7536470;6.8291140;0.9489302;-0.3154862;-3.4803186;2293.3172860;-1.8995353;-0.0000440;72.5448620;0.6980180;0.0093770;2293.3822530;4.3914200;-0.0004220;0.0000240
-331.4877680;-54.0068330;-6.7571130;6.8289970;0.9488645;-0.3156836;-3.4821186;2293.8172460;-1.8995573;-0.0000440;72.5496680;0.6967630;0.0092860;2293.8822270;4.3912120;-0.0004100;0.0000240
-331.6456430;-54.4812040;-6.7604020;6.8288550;0.9488007;-0.3158752;-3.4838751;2294.3172070;-1.8995793;-0.0000440;72.5544660;0.6955090;0.0091930;2294.3822010;4.3910100;-0.0003980;0.0000240
-331.8036120;-54.9555450;-6.7634800;6.8286490;0.9487388;-0.3160612;-3.4855936;2294.8171670;-1.8996013;-0.0000440;72.5592540;0.6942560;0.0091010;2294.8821760;4.3908140;-0.0003860;0.0000240
-331.9616740;-55.4298550;-6.7663100;6.8283400;0.9486787;-0.3162415;-3.4872741;2295.3171270;-1.8996233;-0.0000440;72.5640330;0.6930030;0.0090090;2295.3821500;4.3906240;-0.0003740;0.0000240
-332.1198240;-55.9041370;-6.7688630;6.8279000;0.9486205;-0.3164160;-3.4889223;2295.8170870;-1.8996453;-0.0000440;72.5688030;0.6917520;0.0089160;2295.8821240;4.3904400;-0.0003630;0.0000220
-332.2780600;-56.3783900;-6.7711140;6.8273170;0.9485639;-0.3165858;-3.4905327;2296.3170470;-1.8996673;-0.0000440;72.5735650;0.6905030;0.0088230;2296.3820990;4.3902610;-0.0003510;0.0000240
-332.4363800;-56.8526150;-6.7730500;6.8265930;0.9485091;-0.3167499;-3.4921153;2296.8170070;-1.8996893;-0.0000450;72.5783170;0.6892540;0.0087300;2296.8820730;4.3900880;-0.0003400;0.0000220
-332.5947810;-57.3268140;-6.7746720;6.8257520;0.9484562;-0.3169083;-3.4936731;2297.3169680;-1.8997123;-0.0000450;72.5830610;0.6880080;0.0086370;2297.3820470;4.3899210;-0.0003290;0.0000220
-332.7532590;-57.8009880;-6.7759970;6.8248320;0.9484051;-0.3170610;-3.4952110;2297.8169280;-1.8997343;-0.0000450;72.5877950;0.6867640;0.0085440;2297.8820220;4.3897600;-0.0003180;0.0000220
